1.0,1.0
1.5,2.0
3.0,4.0
5.0,7.0
3.5,5.0
4.5,5.0
3.5,4.5
4.6342714,4.8624318
7.6421465,5.214428
1.8484567,1.7451232
2.663799,5.8707897
5.0111837,5.9432425
2.5075255,5.2837815
5.782117,7.0648537
6.250096,5.0214214
4.208539,6.7561463
2.0659173,2.7874556
1.1332867,4.196949
4.526748,4.6092668
4.9474897,7.441588
5.252931,6.9020824
2.834623,1.9697199
5.813151,3.1263163
3.2266316,3.9271097
6.4272833,7.195067
5.794136,5.0835867
2.2991052,5.4138217
5.1972785,5.9261055
7.3094244,5.3452597
5.4408755,2.7405128
7.480019,2.4482622
1.2352118,7.139486
4.429166,4.400789
1.1615144,1.1172907
4.841278,7.280377
4.3943667,1.0345672
2.1394382,4.1590824
4.308228,4.2786994
7.939218,3.1786723
3.311342,7.5016623
3.2679443,2.6709378
2.547879,2.4929962
6.288458,5.775252
2.138917,6.3037667
5.6255355,6.570491
1.128951,7.3991733
3.6490529,2.9085417
5.635795,1.956211
5.3893795,5.8031435
6.9215946,5.714593
1.8582047,7.7389483
4.425306,6.536286
7.949666,1.9352942
2.6211905,4.966236
4.271768,4.1309924
1.9844424,7.5554156
3.687267,4.5500135
4.5819325,1.6286881
3.7730367,3.0712383
3.7971218,5.224472
1.1824087,4.167508
1.4615512,2.6162245
5.3264985,5.8493147
5.236312,6.696536
6.2548046,5.661196
1.1337788,3.038831
3.5149095,2.9580538
5.0984364,7.880271
